book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
7112,3122173,3122173,3153516,20,312947062,9.78031294706e+12,Sherrilyn Kenyon,2008.0,One Silent Night,One Silent Night (Dark-Hunter #15),eng,4.13,21869,23318,750,183,994,4558,7546,10037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7113,61906,61906,2792,45,743468406,9.7807434684e+12,Lois McMaster Bujold,1986.0,The Warrior's Apprentice,"The Warrior's Apprentice (Vorkosigan Saga, #2)",eng,4.29,15782,17960,914,48,302,2284,7012,8314,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7114,2501453,2501453,2508818,3,,9.78995389059e+12,"أحلام مستغانمي, Ahlam Mosteghanemi",2003.0,عابر سرير,عابر سرير,ara,3.64,11783,11856,712,625,1281,3241,3294,3415,https://images.gr-assets.com/books/1291848845m/2501453.jpg,https://images.gr-assets.com/books/1291848845s/2501453.jpg
7115,62103,62103,60356,6,805017224,9.78080501723e+12,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987.0,The Complete Phantom of the Opera,The Complete Phantom of the Opera,eng,4.29,13681,13752,58,199,456,1923,3728,7446,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7116,295834,295834,581426,30,810993236,9.78081099324e+12,"Michael Buckley, Peter Ferguson",2005.0,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)",en-US,4.22,17793,18509,853,131,446,3074,6344,8514,https://images.gr-assets.com/books/1276514128m/295834.jpg,https://images.gr-assets.com/books/1276514128s/295834.jpg
7117,174845,174845,168889,42,60608528,9.78006060852e+12,Dietrich Bonhoeffer,1939.0,Gemeinsames Leben,Life Together: The Classic Exploration of Christian Community,,4.29,12811,14093,716,163,323,1876,4640,7091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7118,228992,228992,3082278,33,345418484,9.78034541849e+12,Stephen R. Donaldson,1983.0,The White Gold Wielder,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",eng,4.01,14117,15569,143,259,711,3255,5757,5587,https://images.gr-assets.com/books/1329385743m/228992.jpg,https://images.gr-assets.com/books/1329385743s/228992.jpg
7119,203288,203288,2522719,35,345334310,9.78034533431e+12,Anne McCaffrey,1969.0,The Ship Who Sang,"The Ship Who Sang (Brainship, #1)",en-US,4.0,18613,19183,337,173,902,4587,6687,6834,https://images.gr-assets.com/books/1355931323m/203288.jpg,https://images.gr-assets.com/books/1355931323s/203288.jpg
7120,23168817,23168817,42713958,28,076537708X,9.78076537708e+12,"Liu Cixin, Joel Martinsen",2008.0,黑暗森林,"The Dark Forest (Remembrance of Earth’s Past, #2)",eng,4.38,12476,16560,1669,82,347,1664,5617,8850,https://images.gr-assets.com/books/1412064931m/23168817.jpg,https://images.gr-assets.com/books/1412064931s/23168817.jpg
7121,11806716,11806716,13465100,25,1841499005,9.781841499e+12,Mira Grant,2012.0,Blackout,"Blackout (Newsflesh Trilogy, #3)",eng,4.11,14819,16807,1621,234,712,2803,6256,6802,https://images.gr-assets.com/books/1317680509m/11806716.jpg,https://images.gr-assets.com/books/1317680509s/11806716.jpg
7122,9489502,9489502,14374946,48,1455500135,9.78145550013e+12,"Douglas Preston, Lincoln Child",2011.0,Cold Vengance,"Cold Vengeance (Pendergast, #11)",,4.09,13230,16767,1222,88,495,3207,7071,5906,https://images.gr-assets.com/books/1344264848m/9489502.jpg,https://images.gr-assets.com/books/1344264848s/9489502.jpg
7123,32443,32443,2200679,52,425153975,9.78042515397e+12,"Leigh Nichols, Dean Koontz",1981.0,The Eyes of Darkness,The Eyes of Darkness,eng,3.85,14002,14761,296,153,789,4451,5099,4269,https://images.gr-assets.com/books/1328218196m/32443.jpg,https://images.gr-assets.com/books/1328218196s/32443.jpg
7124,47957,47957,2510727,22,451456726,9.78045145672e+12,Anne Bishop,1999.0,Heir to the Shadows,"Heir to the Shadows (The Black Jewels, #2)",en-US,4.33,18541,20479,556,207,563,2571,6074,11064,https://images.gr-assets.com/books/1325423413m/47957.jpg,https://images.gr-assets.com/books/1325423413s/47957.jpg
7125,18134894,18134894,25474810,6,1492103748,9.78149210374e+12,Pepper Winters,2013.0,,"Tears of Tess (Monsters in the Dark, #1)",eng,4.09,22331,25134,2755,692,1343,3962,8034,11103,https://images.gr-assets.com/books/1372821993m/18134894.jpg,https://images.gr-assets.com/books/1372821993s/18134894.jpg
7126,84844,84844,4648325,45,752815393,9.7807528154e+12,Tami Hoag,1996.0,Guilty as Sin (Deer Lake #2),"Guilty as Sin  (Deer Lake, #2)",eng,4.1,13575,14540,284,86,374,2979,5613,5488,https://images.gr-assets.com/books/1340516937m/84844.jpg,https://images.gr-assets.com/books/1340516937s/84844.jpg
7127,153007,153007,39896,19,044661002X,9.78044661002e+12,Jacqueline Carey,2006.0,Kushiel's Scion,"Kushiel's Scion (Imriel's Trilogy, #1)",en-GB,4.19,16358,17564,539,111,553,2963,6277,7660,https://images.gr-assets.com/books/1344265086m/153007.jpg,https://images.gr-assets.com/books/1344265086s/153007.jpg
7128,89185,89185,2926628,36,441010644,9.78044101065e+12,Alastair Reynolds,2001.0,Chasm City,Chasm City,eng,4.12,13802,15124,599,80,421,2621,6448,5554,https://images.gr-assets.com/books/1309203334m/89185.jpg,https://images.gr-assets.com/books/1309203334s/89185.jpg
7129,6791212,6791212,6995232,38,230744273,9.78023074427e+12,Martin Sixsmith,2009.0,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search","The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",eng,3.65,7261,12619,1583,659,1226,3265,4203,3266,https://images.gr-assets.com/books/1338612242m/6791212.jpg,https://images.gr-assets.com/books/1338612242s/6791212.jpg
7130,438024,438024,379247,27,545010306,9.78054501031e+12,Jim Benton,2004.0,Let's Pretend This Never Happened (Dear Dumb Diary #1),Let's Pretend This Never Happened (Dear Dumb Diary #1),,3.98,13347,14089,592,583,1041,2806,3342,6317,https://images.gr-assets.com/books/1328861650m/438024.jpg,https://images.gr-assets.com/books/1328861650s/438024.jpg
7131,1432370,1432370,1422905,34,786868910,9.78078686892e+12,Liz Murray,2010.0,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard","Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",en-US,4.19,12664,14186,1952,146,369,2065,5600,6006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7132,8315872,8315872,13165093,36,399157034,9.78039915704e+12,"J.D. Robb, Nora Roberts",2011.0,Treachery in Death,"Treachery in Death (In Death, #32)",en-US,4.43,17289,19938,1093,52,202,2023,6550,11111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7133,17797253,17797253,24969951,22,345516532,9.78034551653e+12,Nancy Horan,2014.0,Under the Wide and Starry Sky,Under the Wide and Starry Sky,eng,3.57,12105,14189,2512,333,1433,4648,5343,2432,https://images.gr-assets.com/books/1367256646m/17797253.jpg,https://images.gr-assets.com/books/1367256646s/17797253.jpg
7134,13070346,13070346,18236513,10,,,Quinn Loftis,2011.0,Blood Rites ,"Blood Rites (The Grey Wolves, #2)",eng,4.41,16421,18435,851,169,399,2032,4853,10982,https://images.gr-assets.com/books/1321501581m/13070346.jpg,https://images.gr-assets.com/books/1321501581s/13070346.jpg
7135,11908,11908,2453177,75,143039571,9.78014303957e+12,"Saul Bellow, Christopher Hitchens",1953.0,The Adventures of Augie March,The Adventures of Augie March,,3.84,12830,13746,824,421,1076,3112,4741,4396,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7136,18221931,18221931,25655088,7,,,Tijan,2013.0,Carter Reed,"Carter Reed (Carter Reed, #1)",eng,4.03,26670,26764,2325,675,1531,4739,9147,10672,https://images.gr-assets.com/books/1376139745m/18221931.jpg,https://images.gr-assets.com/books/1376139745s/18221931.jpg
7137,47345,47345,813560,58,743225082,9.78074322508e+12,Tony Parsons,1999.0,Man and Boy,"Man and Boy (Harry Silver, #1)",eng,3.55,11603,13042,527,357,1256,4543,4643,2243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7138,10115,10115,12852,30,330353829,9.78033035382e+12,Margaret George,1997.0,The Memoirs of Cleopatra,The Memoirs of Cleopatra,eng,4.17,14235,16088,1045,234,591,2596,5424,7243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7139,10503124,10503124,15408919,48,345505514,9.78034550551e+12,Steve Berry,2011.0,The Jefferson Key,"The Jefferson Key (Cotton Malone, #7)",en-US,3.88,13472,15574,1138,207,819,3965,6250,4333,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7140,18339630,18339630,25892986,26,345808002,9.780345808e+12,Miriam Toews,2014.0,All My Puny Sorrows,All My Puny Sorrows,eng,3.93,11602,13834,1981,280,894,2772,5425,4463,https://images.gr-assets.com/books/1416181263m/18339630.jpg,https://images.gr-assets.com/books/1416181263s/18339630.jpg
7141,18339743,18339743,25893105,4,804138567,9.78080413857e+12,Miranda Beverly-Whittemore,2014.0,Bittersweet,Bittersweet,eng,3.44,11544,13835,1677,634,1651,4614,4839,2097,https://images.gr-assets.com/books/1404476771m/18339743.jpg,https://images.gr-assets.com/books/1404476771s/18339743.jpg
7142,513367,513367,96418,34,553341030,9.78055334254e+12,John Gribbin,1984.0,In Search of Schrödinger's Cat : Quantum Physics And Reality,In Search of Schrödinger's Cat: Quantum Physics and Reality,eng,4.0,12399,13369,335,173,559,2914,5159,4564,https://images.gr-assets.com/books/1440464162m/513367.jpg,https://images.gr-assets.com/books/1440464162s/513367.jpg
7143,62571,62571,3354329,37,765357054,9.78076535705e+12,F. Paul Wilson,1981.0,The Keep ,"The Keep (Adversary Cycle, #1)",en-US,3.98,13211,14610,531,219,721,3306,5180,5184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7144,9798177,9798177,14688339,52,316101877,9.78031610188e+12,"James Patterson, Chris Tebbetts, Laura Park",2011.0,,"Middle School: The Worst Years of My Life (Midde School, #1)",eng,4.01,14178,15319,1838,456,1010,2995,4301,6557,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7145,60929,60929,1008111,24,446603775,9.78044660378e+12,Octavia E. Butler,1987.0,Dawn,"Dawn (Xenogenesis, #1)",eng,4.1,13744,16060,1533,165,576,2768,6481,6070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7146,164323,164323,2888612,48,553383663,9.78055338367e+12,David A. Vise,2006.0,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time","The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",,3.81,11158,11814,471,239,705,3257,4429,3184,https://images.gr-assets.com/books/1320394284m/164323.jpg,https://images.gr-assets.com/books/1320394284s/164323.jpg
7147,3344411,3344411,1481990,86,1933633638,9.78193363363e+12,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947.0,Jeder stirbt für sich allein,Every Man Dies Alone,eng,4.21,6838,15445,2062,138,456,2110,6003,6738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7148,24934065,24934065,44589645,33,698410424,9.78069841043e+12,Alwyn Hamilton,2016.0,Rebel of the Sands,"Rebel of the Sands (Rebel of the Sands, #1)",eng,3.96,16789,23329,4449,358,1143,4732,10038,7058,https://images.gr-assets.com/books/1446829335m/24934065.jpg,https://images.gr-assets.com/books/1446829335s/24934065.jpg
7149,21618,21618,94590,34,441005667,9.78044100567e+12,Joe Haldeman,1997.0,Forever Peace ,"Forever Peace (The Forever War, #2)",en-US,3.73,14124,14669,365,258,1079,4369,5569,3394,https://images.gr-assets.com/books/1267317517m/21618.jpg,https://images.gr-assets.com/books/1267317517s/21618.jpg
7150,762064,762064,1899207,50,425178579,9.78042517858e+12,"J.D. Robb, Nora Roberts",2001.0,Betrayal in Death,"Betrayal in Death (In Death, #12)",eng,4.31,19215,21430,594,45,238,2908,8085,10154,https://images.gr-assets.com/books/1388255545m/762064.jpg,https://images.gr-assets.com/books/1388255545s/762064.jpg
7151,123632,123632,1715933,55,440351839,9.78044035183e+12,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964.0,Man and His Symbols,Man and His Symbols,eng,4.18,12463,13625,426,146,453,2237,4787,6002,https://images.gr-assets.com/books/1327336291m/123632.jpg,https://images.gr-assets.com/books/1327336291s/123632.jpg
7152,625554,20178265,611921,8,159038363X,9.78159038364e+12,Gerald N. Lund,1994.0,"The Work and the Glory, Vol. 1: Pillar of Light","Pillar of Light (The Work and the Glory, #1)",,4.28,12722,14255,894,117,337,1951,4949,6901,https://images.gr-assets.com/books/1416338631m/625554.jpg,https://images.gr-assets.com/books/1416338631s/625554.jpg
7153,7955881,7955881,11645576,16,545208858,9.78054520886e+12,Kazu Kibuishi,2010.0,Amulet: Book Three: The Cloud Searchers,"The Cloud Searchers (Amulet, #3)",eng,4.36,15936,16272,934,91,297,2085,5056,8743,https://images.gr-assets.com/books/1422028852m/7955881.jpg,https://images.gr-assets.com/books/1422028852s/7955881.jpg
7154,27276262,27276262,45476016,30,1501126229,9.78150112622e+12,Steven  Rowley,2016.0,Lily and the Octopus,Lily and the Octopus,eng,3.74,13667,16201,3346,509,1379,4153,5885,4275,https://images.gr-assets.com/books/1499086357m/27276262.jpg,https://images.gr-assets.com/books/1499086357s/27276262.jpg
7155,3447,3447,1144054,29,061870986X,9.78061870986e+12,Tim O'Brien,1994.0,In the Lake of the Woods,In the Lake of the Woods,eng,3.78,12441,13658,1156,292,1011,3584,5352,3419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7156,6264710,6264710,6447962,45,312949820,9.78031294982e+12,"Lisa Kleypas, Rosalyn Landor",2009.0,Tempt Me at Twilight,"Tempt Me at Twilight (The Hathaways, #3)",eng,4.18,23125,25056,1295,130,566,4230,9940,10190,https://images.gr-assets.com/books/1380326419m/6264710.jpg,https://images.gr-assets.com/books/1380326419s/6264710.jpg
7157,12677913,12677913,16766265,31,1402798431,9.78140279844e+12,Colleen Houck,2012.0,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",eng,4.41,18503,19385,2057,287,589,1994,4526,11989,https://images.gr-assets.com/books/1340738756m/12677913.jpg,https://images.gr-assets.com/books/1340738756s/12677913.jpg
7158,372385,372385,14597614,51,440222702,9.7804402227e+12,Harlan Coben,1997.0,Back Spin,Back Spin (Myron Bolitar #4),eng,3.96,14333,17019,741,75,477,4064,7776,4627,https://images.gr-assets.com/books/1431404184m/372385.jpg,https://images.gr-assets.com/books/1431404184s/372385.jpg
7159,73100,73100,1088958,46,380808080,,Susan Elizabeth Phillips,2000.0,This Heart of Mine,"This Heart of Mine (Chicago Stars, #5)",eng,4.12,21976,23916,969,283,814,4336,8808,9675,https://images.gr-assets.com/books/1391625031m/73100.jpg,https://images.gr-assets.com/books/1391625031s/73100.jpg
7160,13605727,13605727,19200600,14,1937053415,9.78193705341e+12,Jennifer L. Armentrout,2012.0,Elixir,"Elixir (Covenant, #3.5)",,4.41,21974,23481,1561,137,433,2606,6822,13483,https://images.gr-assets.com/books/1336124504m/13605727.jpg,https://images.gr-assets.com/books/1336124504s/13605727.jpg
7161,17452179,17452179,24339901,47,571297889,9.78057129789e+12,Louise Doughty,2013.0,Apple Tree Yard,Apple Tree Yard,eng,3.71,10082,15670,1588,520,1323,4134,5852,3841,https://images.gr-assets.com/books/1371030400m/17452179.jpg,https://images.gr-assets.com/books/1371030400s/17452179.jpg
7162,136642,136642,6909481,53,2841873900,9.78284187391e+12,"Douglas Preston, Lincoln Child",2000.0,The Ice Limit,The Ice Limit (Ice Limit #1),fre,3.97,12250,15065,563,125,649,3626,5780,4885,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7163,17977710,17977710,25205902,40,,,Emma Chase,2014.0,Twisted,"Twisted (Tangled, #2)",eng,4.04,24823,26080,2532,334,1192,5016,10083,9455,https://images.gr-assets.com/books/1387087236m/17977710.jpg,https://images.gr-assets.com/books/1387087236s/17977710.jpg
7164,8356487,8356487,13210545,27,316127191,9.7803161272e+12,Gail Carriger,2011.0,Heartless,"Heartless (Parasol Protectorate, #4)",eng,4.07,22670,24880,2100,103,614,5028,10928,8207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7165,389827,389827,379443,23,764200119,9.78076420011e+12,Janette Oke,1983.0,When Calls the Heart,"When Calls the Heart (Canadian West, #1)",en-US,4.19,13609,15495,708,163,578,2648,4802,7304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7166,18090061,18090061,21856269,18,62224859,9.78006222486e+12,Stephanie Evanovich,2013.0,,Big Girl Panties,eng,3.44,9798,15896,2098,782,2144,5172,4922,2876,https://images.gr-assets.com/books/1385963958m/18090061.jpg,https://images.gr-assets.com/books/1385963958s/18090061.jpg
7167,133241,133241,3734,60,671870114,9.78067187012e+12,Julie Garwood,1993.0,Saving Grace,Saving Grace,eng,4.25,19061,20493,632,109,531,3261,6836,9756,https://images.gr-assets.com/books/1304789462m/133241.jpg,https://images.gr-assets.com/books/1304789462s/133241.jpg
7168,7198269,7198269,7178698,47,312605382,9.78031260538e+12,Lisa Kleypas,2010.0,Married By Morning,"Married By Morning (The Hathaways, #4)",eng,4.14,22830,24614,1304,159,698,4458,9596,9703,https://images.gr-assets.com/books/1380326600m/7198269.jpg,https://images.gr-assets.com/books/1380326600s/7198269.jpg
7169,30593,30593,1153252,90,1400041988,9.78140004198e+12,"Vladimir Nabokov, David Lodge",1953.0,Pnin,Pnin,eng,3.9,11538,14007,986,160,767,3348,5798,3934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7170,76661,76661,891282,17,345322231,9.78034532223e+12,Piers Anthony,1987.0,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,15569,15986,197,158,851,4028,5591,5358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7171,3334563,3334563,6874450,20,1905294964,9.78190529496e+12,Cornelia Funke,1990.0,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",eng,4.17,14014,15215,452,279,631,2516,4572,7217,https://images.gr-assets.com/books/1346484626m/3334563.jpg,https://images.gr-assets.com/books/1346484626s/3334563.jpg
7172,537094,537094,13183177,163,1419176528,9.78141917652e+12,Nikolai Gogol,1842.0,Шинель,The Overcoat,,4.12,12091,16469,1073,134,558,2980,6382,6415,https://images.gr-assets.com/books/1448040003m/537094.jpg,https://images.gr-assets.com/books/1448040003s/537094.jpg
7173,102030,102030,347050,52,4770019572,9.78477001958e+12,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935.0,宮本武蔵 Miyamoto Musashi,Musashi,eng,4.43,9574,11744,759,64,193,1218,3461,6808,https://images.gr-assets.com/books/1327942522m/102030.jpg,https://images.gr-assets.com/books/1327942522s/102030.jpg
7174,6696465,6696465,6892105,16,545052424,9.78054505243e+12,Wendy Mass,2010.0,Finally,"Finally (Willow Falls, #2)",,4.19,13268,14951,1114,185,600,2422,4663,7081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7175,6398972,6398972,6587666,56,385532458,9.78038553246e+12,John Grisham,2008.0,Ford County,Ford County,eng,3.56,13770,16272,1759,546,1650,5336,5554,3186,https://images.gr-assets.com/books/1320454906m/6398972.jpg,https://images.gr-assets.com/books/1320454906s/6398972.jpg
7176,93157,93157,3095060,269,140436030,9.78014043604e+12,Matthew      Lewis,1796.0,The Monk,The Monk,eng,3.8,13633,16888,1206,515,1340,4187,5869,4977,https://images.gr-assets.com/books/1365712491m/93157.jpg,https://images.gr-assets.com/books/1365712491s/93157.jpg
7177,23281640,23281640,42819638,19,399168796,9.7803991688e+12,John Sandford,2015.0,Gathering Prey,"Gathering Prey (Lucas Davenport, #25)",,4.18,9757,14944,1355,164,418,2138,6013,6211,https://images.gr-assets.com/books/1417985559m/23281640.jpg,https://images.gr-assets.com/books/1417985559s/23281640.jpg
7178,17232261,17232261,23748550,32,345522028,9.78034552202e+12,Jamie Ford,2013.0,Songs of Willow Frost,Songs of Willow Frost,eng,3.64,13645,15237,2449,326,1184,4812,6218,2697,https://images.gr-assets.com/books/1367527068m/17232261.jpg,https://images.gr-assets.com/books/1367527068s/17232261.jpg
7179,280366,280366,1127182,82,312340702,9.7803123407e+12,"Arnaldur Indriðason, Bernard Scudder",2000.0,Mýrin,"Jar City (Inspector Erlendur, #3)",eng,3.8,11803,16035,1442,186,789,4502,7110,3448,https://images.gr-assets.com/books/1316129835m/280366.jpg,https://images.gr-assets.com/books/1316129835s/280366.jpg
7180,28568,28568,473328,59,743437810,9.78074343781e+12,Jeffery Deaver,2003.0,The Vanished Man,"The Vanished Man (Lincoln Rhyme, #5)",en-US,4.08,13353,15480,616,81,435,3019,6519,5426,https://images.gr-assets.com/books/1257881028m/28568.jpg,https://images.gr-assets.com/books/1257881028s/28568.jpg
7181,12926804,12926804,15093617,12,399256156,9.78039925616e+12,Lynda Mullaly Hunt,2012.0,,One for the Murphys,eng,4.31,16058,17018,2088,202,472,2102,5260,8982,https://images.gr-assets.com/books/1320344047m/12926804.jpg,https://images.gr-assets.com/books/1320344047s/12926804.jpg
7182,324737,324737,315430,28,310211883,9.78031021188e+12,"Jim Cymbala, Dean Merrill",1997.0,"Fresh Wind, Fresh Fire","Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",,4.24,11677,12242,282,117,428,1903,3693,6101,https://images.gr-assets.com/books/1384258871m/324737.jpg,https://images.gr-assets.com/books/1384258871s/324737.jpg
7183,12291438,12291438,17268041,18,62128027,9.78006212803e+12,Megan Shepherd,2013.0,The Madman’s Daughter,"The Madman’s Daughter (The Madman’s Daughter, #1)",eng,3.69,17647,19008,3298,713,1899,4898,6545,4953,https://images.gr-assets.com/books/1354155885m/12291438.jpg,https://images.gr-assets.com/books/1354155885s/12291438.jpg
7184,16131072,16131072,21956607,35,316211222,9.78031621122e+12,"James Patterson, Howard Roughan",2013.0,Second Honeymoon,"Second Honeymoon (Honeymoon, #2)",eng,3.89,11418,14899,1207,127,701,3787,6323,3961,https://images.gr-assets.com/books/1352225697m/16131072.jpg,https://images.gr-assets.com/books/1352225697s/16131072.jpg
7185,23355069,23355069,42911918,17,,,Samantha Young,2015.0,Hero,"Hero (Hero, #1)",eng,4.1,21777,24619,2501,345,982,4118,9523,9651,https://images.gr-assets.com/books/1413500793m/23355069.jpg,https://images.gr-assets.com/books/1413500793s/23355069.jpg
7186,55352,55352,805035,12,786891122,9.78078689112e+12,George Carlin,1997.0,Brain Droppings,Brain Droppings,eng,4.11,13255,13900,394,180,492,2538,5035,5655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7187,8696,8696,525730,42,345371984,9.78034537198e+12,"Douglas Adams, Mark Carwardine",1990.0,Last Chance to See,Last Chance to See,,4.33,13860,15440,845,95,339,2031,4916,8059,https://images.gr-assets.com/books/1327867839m/8696.jpg,https://images.gr-assets.com/books/1327867839s/8696.jpg
7188,1653655,1653655,1648247,13,439903440,9.78043990345e+12,Gordon Korman,2008.0,Swindle,"Swindle (Swindle, #1)",eng,3.94,13562,14061,1154,283,907,3219,4640,5012,https://images.gr-assets.com/books/1328843225m/1653655.jpg,https://images.gr-assets.com/books/1328843225s/1653655.jpg
7189,15786110,15786110,21505033,7,1596436239,9.78159643624e+12,Lucy Knisley,2013.0,,Relish: My Life in the Kitchen,eng,3.89,13518,13626,1678,581,826,2707,4874,4638,https://images.gr-assets.com/books/1345686126m/15786110.jpg,https://images.gr-assets.com/books/1345686126s/15786110.jpg
7190,15832932,15832932,21569082,20,803739095,9.78080373909e+12,Huntley Fitzpatrick,2014.0,What I Thought Was True,What I Thought Was True,eng,3.71,16390,17545,1753,553,1547,5053,5707,4685,https://images.gr-assets.com/books/1479774148m/15832932.jpg,https://images.gr-assets.com/books/1479774148s/15832932.jpg
7191,9528186,9528186,43302330,1,613321368X,9.78613321368e+12,Lambert M. Surhone,,,Pretty Little Liars (TV Series),eng,4.46,11643,11643,64,183,241,1299,2239,7681,https://images.gr-assets.com/books/1379594334m/9528186.jpg,https://images.gr-assets.com/books/1379594334s/9528186.jpg
7192,10429037,10429037,14785454,16,62081861,9.78006208186e+12,Sara Shepard,2011.0,Ruthless,"Ruthless (Pretty Little Liars, #10)",en-US,3.93,16885,17869,906,338,1159,4400,5498,6474,https://images.gr-assets.com/books/1314802629m/10429037.jpg,https://images.gr-assets.com/books/1314802629s/10429037.jpg
